Type,SKU,Grouped products,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Meta: qty_required,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
simple,90149-05M02-00,,"SCREW, SPEC'L SHAPE",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,652.50,3,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,95380-05700-00,,NUT,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,727.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-42724-00-00,,GROMMET 1,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1672.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-42725-00-00,,GROMMET 2,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1425.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-42726-00-00,,GROMMET 3,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1837.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-42727-00-00,,GROMMET 4,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1672.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-42748-00-00,,GROMMET,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1425.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-26326-00-00,,"GROMMET, PUMP CABLE",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1612.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,90480-15M31-00,,GROMMET,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1027.50,4,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,90387-06M52-00,,COLLAR,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,930.00,4,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,95895-06020-00,,"BOLT, FLANGE",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,705.00,4,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6N0-G2716-00-00,,"RUBBER, SEAL 1",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,2295.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6E9-82575-02-00,,ENGINE EMERGENCY STOP SWITCH ASSY.,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,8955.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,682-82556-00-00,,EMERGENCY STOP LANYARD,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,2175.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,689-8257Y-00-00,,CAP,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1200.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
grouped,8MSHZ1,"95380-06600-00, 6M8-G3112-01-4D, 6N0-G3614-00-00, 90501-18M00-00, 92990-06600-00, 6G1-42535-00-00, 6N0-G4555-A0-00, 6L8-G3118-01-00, 6N0-G3116-00-00, 97095-08016-00, 6G1-42529-00-00, 90101-08869-00, 6N0-G4551-00-4D, 90502-10M06-00, 6E5-82148-00-00, 6N0-G3165-00-00, 97095-06010-00, 6G1-42538-01-00, 6G1-44516-00-00, 90508-14M17-00, 6G1-43318-01-00, 97885-06008-00, 6G1-44511-00-4D, 6G1-44532-00-00, 6G1-42551-00-00, 93430-05027-00, 95895-06035-00, 93700-06M03-00, 689-43191-00-00, 92995-08600-00, 6G1-43373-00-00, 6M8-G2511-00-4D, 6G1-43615-01-00, 91690-30016-00, 90508-10M15-00, 93210-30M31-00, 92995-06600-00, 90387-06M13-00, 6N0-G2731-00-00, 6G1-42537-00-00, 6G1-43681-00-00, 6G1-43659-00-00, 6N0-G3160-00-00, 6G1-42528-00-00, 6N0-G3311-10-4D, 90508-10M16-00, 6N0-G4514-00-00, 620-43114-00-00, 6M8-G3111-02-4D, 97095-06135-00, 6N0-G4557-A0-00, 90243-04M01-00, 6N0-G3136-00-00, 90185-08057-00, 6N0-G4552-00-4D, 92990-08600-00, 689-43192-01-00, 6A1-43113-01-00, 91690-30018-00",BRACKET 1,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,,,"OEM Parts, PWC Parts & Supplies, PWC Parts & Supplies > Outboard Motors ",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images_small/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6M8-G3111-02-4D,,"BRACKET, CLAMP",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,17992.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6E5-82148-00-00,,"WIRE, LEAD 4",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,3060.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,97885-06008-00,,"SCREW, PAN HEAD",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,142.50,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6M8-G3112-01-4D,,"BRACKET, CLAMP",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,28035.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,620-43114-00-00,,"PAD, TRANSOM CLAMP",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1897.50,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6N0-G3116-00-00,,"SCREW, TRANSOM CLAMP",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,2940.00,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6L8-G3118-01-00,,"HANDLE, TRANSOM CLAMP",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,630.00,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,90243-04M01-00,,PIN,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,787.50,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,689-43191-00-00,,"SHAFT, STOPPER",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1897.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,689-43192-01-00,,"KNOB, STOPPER",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1245.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,91690-30016-00,,"PIN, SPRING",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,885.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,90101-08869-00,,BOLT,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1207.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6N0-G3136-00-00,,"PIECE, FRICTION",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,2602.50,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6A1-43113-01-00,,"PLATE, CLAMP BRACKET",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1147.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,90185-08057-00,,"NUT, SELF-LOCKING",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1575.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,90387-06M13-00,,COLLAR,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1912.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,97095-06135-00,,BOLT,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1198.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,92990-06600-00,,"WASHER, PLATE",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,375.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,95380-06600-00,,"NUT, HEXAGON",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,637.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6N0-G3160-00-00,,TILT ROD ASSY.,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,4620.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,91690-30018-00,,"PIN, SPRING",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,847.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6N0-G3165-00-00,,"PLATE, TILT LOCK",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,990.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,90502-10M06-00,,"SPRING, CONICAL",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,577.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6N0-G3311-10-4D,,"BRACKET, SWIVEL 1",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,23302.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,93700-06M03-00,,"NIPPLE, GREASE",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1102.50,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-42528-00-00,,"PLATE, FRICTION",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,0.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,90501-18M00-00,,"SPRING, COMPRESSION",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,787.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,92990-08600-00,,"WASHER, PLATE",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,352.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-43373-00-00,,"SEAL, DAMPER",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1522.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-42529-00-00,,"SCREW, FRICTION PIECE",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1777.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-44532-00-00,,"STOPPER, UPPER MOUNT",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,2842.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,97095-06010-00,,BOLT,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,448.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,92995-06600-00,,WASHER,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,375.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6N0-G3614-00-00,,"PLATE, TILT LOCK",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,3037.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-43659-00-00,,"SHAFT, REVERSE LOCK",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1987.50,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,93430-05027-00,,CIRCLIP,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1048.50,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-43615-01-00,,"PLATE, TILT LOCK",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1890.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-43681-00-00,,"LEVER, SHALLOW WATER DRIVE 1",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,8107.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-43318-01-00,,COVER,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,945.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y018MSHZ14.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,8MSHZ,1,1,Brands OEM,Yamaha,1,1
