Type,SKU,Grouped products,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Meta: qty_required,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
grouped,9.9MSHZ0,"682-42727-00-00, 90386-12M45-00, 63V-42726-00-00, 682-42725-02-00, 90480-06M19-00, 682-42724-00-00, 6E7-42816-00-00, 97095-06025-00, 6H3-44391-01-00, 90465-25M57-00, 63V-42815-01-4D, 90201-06068-00, 63V-42716-02-00, 63V-42711-03-4D, 6G1-42748-00-00, 92995-06600-00, 95380-06700-00, 90480-15M31-00, 90387-06M52-00, 90206-12052-00",BOTTOM COWLING,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,,,"OEM Parts, PWC Parts & Supplies, PWC Parts & Supplies > Outboard Motors ",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images_small/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,63V-42711-03-4D,,"COWLING, BOTTOM",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,41242.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,682-42724-00-00,,GROMMET 1,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1672.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,682-42725-02-00,,GROMMET 2,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1170.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,63V-42726-00-00,,GROMMET 3,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1027.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,682-42727-00-00,,GROMMET 4,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,300.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6G1-42748-00-00,,GROMMET,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,1425.00,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,90480-06M19-00,,GROMMET,1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,705.00,2,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,63V-42815-01-4D,,"LEVER, CLAMP",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,0.00,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
simple,6E7-42816-00-00,,"LEVER, CLAMP 2",1,0,hidden,,,,,taxable,,1,,,0,0,,,,,1,,,2212.50,1,"OEM Parts, PWC Parts & Supplies",,,https://images.imagessite.com/OEM_IMAGES/yamaha_ob_images/Y0199MSHZ11.gif,,,,,,,,0,Year Model, 2001,1,1,Model OEM,9.9MSHZ,1,1,Brands OEM,Yamaha,1,1
